MeanRed,MeanGreen,MeanBlue,StdDevRed,StdDevGreen,StdDevBlue,SkewRed,SkewGreen,SkewBlue,ASM,Contrast,Entropy,Homogeneity,Correlation,Class
197,226,205,84.33267457,42.59107888,73.68853371,-77.76848952,-40.6263897,-69.41187526,0.013411743,38.24281044,11.26236786,0.606432278,1.34E-05,nanmu
204,229,210,80.74651695,41.79712909,71.23903424,-79.91397002,-42.64921025,-70.98710339,0.014839946,49.41941808,11.30452625,0.566460799,1.35E-05,nanmu
205,229,211,84.36231386,43.40506883,73.56629663,-87.44655239,-45.53919257,-76.42501945,0.012429381,41.99085319,11.43252517,0.600291847,1.42E-05,nanmu
199,225,206,82.4560489,45.16635916,73.19152956,-76.96962877,-44.02305954,-69.75108874,0.011832197,44.6218289,11.58346644,0.572633715,1.37E-05,nanmu
199,228,206,82.22530024,39.7617907,71.54019849,-76.51047175,-38.09418005,-66.91315696,0.013427993,38.79479902,11.2441098,0.597878911,1.29E-05,nanmu
197,231,207,83.20456718,36.40054945,69.88562084,-76.18738387,-36.2109528,-65.94255792,0.010176812,36.77701533,11.73988397,0.584969974,1.24E-05,nanmu
200,226,207,86.76404785,46.16275555,76.01973428,-85.52405192,-46.50005781,-75.52642965,0.014472975,52.97059901,11.25867202,0.54889088,1.44E-05,nanmu
201,227,208,86.2032482,44.76605857,75.6439026,-85.77428643,-45.29290417,-75.98227888,0.014631875,45.8282255,11.08873786,0.582103927,1.43E-05,nanmu
201,229,208,82.85529555,39.58535083,71.41428429,-80.02348269,-38.88107538,-68.94373345,0.015248349,38.76561922,11.07093631,0.607464065,1.31E-05,nanmu
208,230,214,79.61155695,43.13930922,70.17121917,-82.89879764,-46.14165533,-73.82696361,0.015103915,47.05283348,11.22653611,0.580217932,1.40E-05,nanmu
198,231,208,84.70537173,35.81898938,70.80254233,-79.71224747,-35.10417939,-67.98767078,0.014594044,37.31107716,11.24500338,0.598455398,1.26E-05,nanmu
192,223,201,88.10788841,44.60941605,76.29547824,-78.15916436,-40.24042698,-68.89713722,0.017149119,38.16300325,10.8679308,0.641710561,1.38E-05,nanmu
192,222,201,87.25250713,46.54030511,75.90125164,-77.06375784,-42.80677681,-68.66575024,0.011905224,37.82123834,11.5509185,0.5995415,1.38E-05,nanmu
210,231,215,80.10617954,43.70354677,71.38627319,-86.28627334,-48.34459772,-77.32777573,0.009447066,57.88046008,12.02074944,0.497777258,1.43E-05,nanmu
177,217,191,99.75971131,49.47726751,82.99397568,-79.83842388,-41.60649091,-68.37259427,0.019764404,21.89497923,10.57961426,0.726332219,1.45E-05,castor aralia
175,224,191,97.42176348,38.54867053,78.73372848,-72.64865259,-31.24434031,-60.69796048,0.015549339,34.55613622,11.12181191,0.60567362,1.29E-05,castor aralia
189,224,199,95.06839643,44.68780594,80.67217612,-86.81627676,-41.82733345,-74.20753769,0.015934443,29.75611182,10.94356173,0.636138474,1.42E-05,castor aralia
180,232,197,93.3702308,30.70830507,74.13501197,-71.97304804,-28.08435446,-60.81643283,0.015185469,23.35534561,11.04991758,0.690566495,1.19E-05,castor aralia
185,225,196,96.12491873,41.62931659,81.74961774,-83.5965155,-37.35475669,-72.26745945,0.019041781,31.12951262,10.57802475,0.63839049,1.38E-05,castor aralia
184,226,198,94.08506789,39.91240409,76.83098333,-78.79157794,-36.06264812,-66.6078676,0.015995818,28.11999085,11.00443759,0.661773257,1.31E-05,castor aralia
181,223,193,95.7810002,43.66921112,81.54140053,-77.71758487,-39.52244625,-68.52896284,0.012230451,45.82690364,11.60918934,0.561568832,1.37E-05,castor aralia
186,224,197,97.2368243,43.64630569,82.39538822,-86.87978287,-39.88194358,-74.66660909,0.016843642,28.48160616,10.7782718,0.665741165,1.42E-05,castor aralia
190,225,200,92.85472524,44.5421149,79.5424415,-84.16925435,-42.98503175,-73.59266083,0.012913954,36.45970561,11.40427357,0.611271108,1.40E-05,castor aralia
189,225,200,94.08506789,43.9089968,79.4418026,-85.15087391,-41.71174499,-73.42363302,0.014507256,29.74568345,11.11628571,0.648449111,1.40E-05,castor aralia
187,228,201,95.04209594,38.74274126,76.11832894,-84.37881629,-36.35174744,-68.87894478,0.019220688,23.71270199,10.67951234,0.718299273,1.30E-05,castor aralia
198,226,206,88.9156904,45.02221674,76.88953115,-86.9529406,-44.39486184,-75.79904204,0.023010325,27.86965957,10.37927338,0.686956746,1.43E-05,castor aralia
196,228,205,91.14274519,43.01162634,78.01281946,-88.56841933,-43.86511724,-76.95550361,0.01362906,32.66063798,11.34053886,0.617516332,1.40E-05,castor aralia
193,228,204,93.8562731,42.03569911,78.54298186,-89.6176786,-41.92313985,-76.47321317,0.015576782,33.26136478,11.07971803,0.620641235,1.39E-05,castor aralia
186,228,199,94.14350748,38.15756806,77.52418977,-81.45026888,-35.28876744,-68.73517476,0.016573006,36.04614871,10.94535589,0.620000799,1.31E-05,castor aralia
186,232,200,86.45229899,30.03331484,70.07852738,-67.04378218,-25.83225339,-56.54297511,0.021913698,30.0858072,10.36373979,0.65916511,1.17E-05,castor aralia
181,232,196,93.7016542,30.77336511,75.73638492,-74.03753878,-28.30075456,-62.25114915,0.012029414,25.80095453,11.28884011,0.644810995,1.20E-05,castor aralia
179,224,193,94.63614531,39.11521443,77.56932383,-72.60903135,-32.24005663,-60.75490655,0.018300267,21.52293576,10.5551245,0.723888968,1.30E-05,castor aralia
182,223,194,95.00526301,42.36744033,79.93747557,-77.72376537,-36.84989098,-66.79636695,0.014935453,30.85716923,11.12373653,0.640429071,1.35E-05,castor aralia
185,229,199,96.39502062,36.81032464,78.99367063,-84.12509705,-34.29869466,-71.43422317,0.017911196,27.37051125,10.79788717,0.668641863,1.31E-05,castor aralia
182,224,193,94.80506316,41.56921938,81.65169931,-77.42854322,-37.12110307,-68.8010794,0.010335586,45.57275452,11.75796932,0.558132405,1.35E-05,castor aralia
168,230,187,103.5615759,32.17141588,82.56512581,-74.12081555,-27.95357955,-63.14228361,0.011186624,43.74053442,11.7433366,0.557896357,1.25E-05,castor aralia
172,225,187,101.4445661,37.94733192,84.74668135,-75.80507528,-31.77082355,-66.52534508,0.012506816,35.68791081,11.40456075,0.599322603,1.33E-05,castor aralia
178,222,190,95.43060306,42.41462012,81.03702857,-72.89388473,-36.14932829,-63.42096518,0.012126463,36.90469992,11.43181002,0.59630881,1.34E-05,castor aralia
183,223,193,91.65696918,42.08325083,79.10752177,-73.06830412,-36.47242554,-63.93588958,0.012211171,39.99671239,11.42144108,0.590758853,1.33E-05,castor aralia
193,231,204,88.98314447,35.4541958,74.3236167,-81.01843811,-34.39363728,-69.14797062,0.01634889,28.4594434,10.89080637,0.651411388,1.27E-05,castor aralia
181,225,194,95.19453766,40.57092555,79.68688725,-76.64155657,-36.21273221,-66.36573812,0.012863077,47.97027898,11.49498096,0.551279253,1.33E-05,castor aralia
181,225,194,96.81941954,40.23679908,81.03085832,-79.75414102,-35.53148037,-68.77163176,0.015172262,31.98515376,11.06290681,0.62591453,1.34E-05,castor aralia
176,217,187,90.89004346,44.77722635,79.18333158,-60.48240729,-33.79460951,-55.15701688,0.012648748,47.53443355,11.51920227,0.55597179,1.34E-05,castor aralia
166,225,181,91.82592227,32.72613634,76.92853827,-38.81923799,-22.29894959,-37.29326235,0.016115583,31.05738064,10.9372915,0.644366422,1.20E-05,castor aralia
210,241,217,87.29833904,28.47806173,74.02026749,-98.954882,-33.7595492,-84.42962992,0.020499171,27.80056059,10.58638112,0.673960588,1.33E-05,goldenrain tree
195,234,203,90.13323471,32.29551052,77.7431669,-85.64323994,-32.62445378,-74.15174608,0.012283879,38.65695038,11.44099632,0.578874168,1.27E-05,goldenrain tree
185,241,201,95.50392662,20.68816087,73.93240156,-82.49428794,-20.69864399,-65.19672158,0.018845539,23.69173028,10.56598852,0.680084358,1.13E-05,goldenrain tree
200,240,212,90.47098983,25.33771892,71.14070565,-92.11226057,-27.63994775,-73.61653348,0.015599266,22.95499633,10.89507985,0.67123032,1.20E-05,goldenrain tree
192,243,207,88.53247992,18.1934054,68.28616258,-78.91675256,-18.48476954,-62.6309999,0.028918452,12.27621863,9.628006849,0.85756641,1.09E-05,goldenrain tree
194,243,210,92.72540105,20.39607805,70.07139217,-88.81829696,-22.41498784,-69.61681784,0.017963564,17.69346914,10.60946798,0.747062559,1.13E-05,goldenrain tree
198,242,210,87.42425293,21.14237451,69.23149572,-84.2817448,-22.19793829,-67.49452173,0.036972122,11.81277601,9.331597219,0.937723668,1.14E-05,goldenrain tree
213,244,223,79.92496481,20.80865205,62.29767251,-89.58712114,-24.09166335,-70.90757,0.033999308,14.7120512,9.518375026,0.879677584,1.16E-05,goldenrain tree
204,244,217,87.75534172,18.97366596,67.0298441,-92.29955133,-20.81623486,-71.92617175,0.035039219,16.35317896,9.526253647,0.859875855,1.15E-05,goldenrain tree
211,245,222,81.28345465,19.36491673,62.61788882,-89.55375816,-22.73224473,-70.24992296,0.027544446,16.49973104,9.858794284,0.828293162,1.14E-05,goldenrain tree
203,244,213,93.34880824,20.174241,75.87489703,-100.7888278,-23.43470633,-83.05024296,0.01932069,20.05402744,10.60795564,0.750529132,1.21E-05,goldenrain tree
214,246,223,88.02840451,20.22374842,68.56383887,-104.975928,-25.56576642,-82.36526523,0.018664128,21.36289786,10.63592813,0.703947662,1.24E-05,goldenrain tree
190,245,205,104.556205,17.54992877,82.12794896,-104.7266359,-20.04323978,-84.40161045,0.014998087,21.78641712,10.94702138,0.691288679,1.19E-05,goldenrain tree
182,246,199,105.7544325,15.23154621,81.29575635,-97.01601039,-17.41537374,-75.93785317,0.011770751,38.48313936,11.32243999,0.592319821,1.14E-05,goldenrain tree
204,247,215,82.70429251,14.07124728,64.85368147,-83.27364081,-16.23987535,-66.33280023,0.021041026,18.66641064,10.21552537,0.768668665,1.06E-05,goldenrain tree
198,245,210,97.15451611,19.31320792,76.96752562,-101.3737419,-22.94568152,-81.56581934,0.011907164,37.02574612,11.45809353,0.568823625,1.19E-05,goldenrain tree
214,248,223,84.32674546,14.52583905,65.84071689,-98.40496042,-18.56635533,-77.54884191,0.01781072,19.88394536,10.48429632,0.736893222,1.14E-05,goldenrain tree
204,245,215,88.20997676,18.70828693,71.02816343,-93.06127692,-21.71322009,-76.60817425,0.021252928,22.98099593,10.40547138,0.753002003,1.16E-05,goldenrain tree
210,245,218,86.88498144,20.95232684,72.16647421,-98.23755365,-25.63341584,-82.65278087,0.019341801,21.80395925,10.65949666,0.734809898,1.22E-05,goldenrain tree
211,245,222,84.74078121,19.8242276,64.96922348,-95.65297158,-24.01792642,-74.52769866,0.018201723,26.51184251,10.70592657,0.730405126,1.17E-05,goldenrain tree
213,245,221,82.18880702,20.66397832,67.60177512,-93.44489494,-25.28109426,-77.88807089,0.018022899,23.64921761,10.6149694,0.7472199,1.19E-05,goldenrain tree
208,246,217,86.86195945,18.05547009,70.57619995,-95.43453752,-21.87672095,-78.45255223,0.021594041,20.01143742,10.35318112,0.804587543,1.17E-05,goldenrain tree
197,242,208,89.93886813,22.56102835,74.73954776,-87.56982725,-25.12101329,-74.68549784,0.015512526,30.45517593,10.96740116,0.607066773,1.17E-05,goldenrain tree
203,245,215,84.17244205,17.23368794,65.16901104,-84.60778934,-19.39965989,-66.70180092,0.019464212,18.35429209,10.37371573,0.739411283,1.09E-05,goldenrain tree
195,245,208,89.54886934,16.30950643,70.64700984,-84.36612673,-17.8579352,-67.82857629,0.020873943,18.53291745,10.25627416,0.75976848,1.09E-05,goldenrain tree
202,236,209,85.35221145,31.38470965,74.05403433,-85.43253573,-33.27441815,-74.58268974,0.014825638,35.45283922,11.10920377,0.596086072,1.26E-05,goldenrain tree
207,237,214,82.23746105,32.77193922,70.37044834,-86.13517592,-37.10730961,-74.22908071,0.011616594,37.44838481,11.5107065,0.587515522,1.27E-05,goldenrain tree
191,241,204,85.41662602,22.97825059,69.87846592,-71.90574085,-25.34767578,-61.89402639,0.011810494,26.50913506,11.15659607,0.710943404,1.10E-05,goldenrain tree
195,244,207,88.94380248,19.62141687,71.11258679,-83.32485069,-23.45168889,-67.57433055,0.010186794,35.27704333,11.50641185,0.611704812,1.11E-05,goldenrain tree
200,246,213,90.47098983,17.2626765,69.36137254,-91.98558375,-20.77770046,-71.74938589,0.011438165,36.81627759,11.37169335,0.581652634,1.11E-05,goldenrain tree
218,237,224,81.35723692,38.83297568,67.59437846,-98.54180674,-47.44721745,-82.23504839,0.01026241,73.24177657,12.16500925,0.469363832,1.50E-05,chinese cinnamon
215,237,223,81.44937078,36.83748091,66.36264009,-95.0714882,-44.05331004,-78.60660055,0.012359959,32.45774191,11.63059972,0.645919259,1.39E-05,chinese cinnamon
208,233,217,85.29947245,39.9374511,70.06425622,-92.92663887,-44.31539906,-77.43899466,0.010999093,62.59260433,11.82229639,0.494683825,1.39E-05,chinese cinnamon
220,238,226,76.37407937,37.38983819,63.19018911,-92.38625415,-45.87267879,-77.00938773,0.015798949,59.09678222,11.37110151,0.533738913,1.43E-05,chinese cinnamon
214,236,222,84.00595217,38.23610859,68.20557162,-97.99500183,-44.98303888,-80.34109569,0.013015527,58.25366306,11.64133995,0.510471389,1.44E-05,chinese cinnamon
206,233,215,87.12060606,38.98717738,70.31358332,-93.47420337,-42.447964,-75.6629814,0.015066174,47.4150829,11.35806983,0.541061602,1.37E-05,chinese cinnamon
201,229,211,91.73330911,44.11349,76.46567858,-95.70962606,-47.11215107,-81.52280843,0.008942793,60.74393323,12.25964201,0.487048301,1.46E-05,chinese cinnamon
210,239,221,84.65222974,29.96664813,64.69157596,-94.42081588,-34.18298117,-73.17391448,0.017245679,37.03215215,11.09871322,0.588345704,1.26E-05,chinese cinnamon
224,238,228,72.65672715,39.69886648,62.88879073,-90.86491247,-50.14305697,-78.9748892,0.011619208,44.81685077,11.79854551,0.550149553,1.49E-05,chinese cinnamon
209,231,215,83.12640976,44.56455991,72.18725649,-90.33790669,-49.57072501,-78.8398722,0.014264055,40.53208463,11.36751239,0.574211582,1.47E-05,chinese cinnamon
215,228,218,77.31752712,53.02829433,72.4844811,-87.67641144,-61.08328675,-83.02350909,0.011562199,74.79455708,12.10209924,0.539305386,1.67E-05,chinese cinnamon
210,230,215,82.11577193,44.95553359,73.70888685,-89.96092954,-49.75789627,-81.52030056,0.007782528,102.5365185,12.70576922,0.458778616,1.48E-05,chinese cinnamon
221,235,225,74.65252842,43.19722213,66.80568838,-90.46056094,-52.64170335,-81.63340216,0.012867521,55.83941548,11.72123204,0.591405248,1.57E-05,chinese cinnamon
208,225,213,81.44937078,52.71622141,73.17103252,-85.9710106,-56.5749651,-77.78551639,0.013632405,78.97190139,11.70517532,0.512528044,1.56E-05,chinese cinnamon
208,231,215,85.22323627,43.76071297,73.53910524,-93.03205431,-48.83227396,-81.46493781,0.006593212,86.12715324,12.81481567,0.446267776,1.46E-05,chinese cinnamon
206,227,212,83.61220007,47.54997371,73.70210309,-87.55669795,-50.28200646,-77.96831937,0.010018328,61.04900672,12.0176213,0.517864028,1.48E-05,chinese cinnamon
203,228,210,83.79737466,44.48595284,73.31439149,-84.3333316,-45.9957463,-74.90506507,0.012172284,60.4889069,11.81972738,0.511686109,1.40E-05,chinese cinnamon
192,220,200,85.85452813,47.51841748,75.01333215,-74.24492742,-41.64496648,-65.75136017,0.014375945,48.03099217,11.35131592,0.561215675,1.38E-05,chinese cinnamon
201,227,208,86.79285685,45.72745346,75.93418203,-86.97757823,-46.89110143,-76.86218109,0.012441016,65.48567876,11.70414618,0.492018647,1.44E-05,chinese cinnamon
213,231,217,80.8084154,45.89117562,72.86974681,-91.04646824,-51.96718837,-82.27667794,0.024450701,45.29925623,10.62271697,0.653248181,1.55E-05,chinese cinnamon
197,226,205,86.06973917,44.03407771,75.60423269,-80.95079062,-42.76380321,-72.8055122,0.018753213,46.86115551,11.06285741,0.618665522,1.38E-05,chinese cinnamon
199,224,206,87.27542609,48.13522619,77.70456872,-85.5556675,-47.67033948,-77.60727427,0.012460903,62.78167749,11.74913569,0.535059698,1.48E-05,chinese cinnamon
199,219,205,86.65448632,56.23166368,78.74007874,-84.40633623,-55.75488103,-78.15643599,0.01278885,76.76637134,11.92668891,0.496794092,1.60E-05,chinese cinnamon
194,221,201,88.71865644,50.59644256,78.61297603,-82.53727119,-49.01998352,-73.94956388,0.007788651,76.44373167,12.59188789,0.489280607,1.46E-05,chinese cinnamon
192,223,201,93.50401061,48.46648326,81.18497398,-88.27868777,-47.25887033,-78.16216536,0.009418892,67.52253813,12.27177399,0.514573598,1.47E-05,chinese cinnamon
197,223,205,88.50988645,48.76474136,76.29547824,-85.26413797,-47.43981297,-74.03103154,0.013538742,62.55332465,11.56723478,0.548744791,1.46E-05,chinese cinnamon
203,224,208,86.31917516,51.23475383,78.66384176,-88.72667905,-52.97423692,-81.65825449,0.013793273,54.48525411,11.5893575,0.554841444,1.57E-05,chinese cinnamon
205,222,209,82.85529555,54.69917732,76.64854858,-85.13004316,-56.71645375,-79.47172762,0.012144971,86.03882006,12.05510145,0.489050312,1.61E-05,chinese cinnamon
188,223,199,89.06177631,43.19722213,75.75618787,-74.95659711,-37.6700426,-65.66033018,0.017369911,51.16312165,11.10964196,0.552173253,1.34E-05,chinese cinnamon
191,227,204,89.37001734,39.81205847,72.79423054,-79.39776952,-36.79556106,-66.7629553,0.018621454,42.30828025,11.01162726,0.609819223,1.30E-05,chinese cinnamon
230,242,234,64.79197481,33.30165161,53.35728629,-84.63613782,-43.88104924,-69.55734273,0.021840088,55.10352996,10.49051865,0.705781154,1.39E-05,anhui barberry
214,221,218,76.17086057,63.52164985,69.07242576,-84.30477907,-71.84069718,-76.70353194,0.014958234,18.48111509,11.30181583,0.795672802,1.73E-05,anhui barberry
212,223,217,74.40430095,57.40209055,67.03730305,-79.75036769,-63.46709188,-72.27499006,0.026285868,11.80680412,10.27926803,0.969564105,1.37E-05,anhui barberry
211,232,218,87.12060606,46.64761516,74.59892761,-100.2948299,-54.46444388,-86.50558508,0.023637828,20.15223946,10.4493609,0.791923596,1.56E-05,anhui barberry
214,232,219,79.36623967,44.19275959,69.92853495,-90.29724764,-50.40983158,-79.73280651,0.026396296,16.82018676,10.21581007,0.832298758,1.45E-05,anhui barberry
215,230,219,73.68853371,45.14421336,66.84309987,-81.29738774,-49.5168123,-73.97881059,0.039348444,14.39280246,9.381130534,0.91940479,1.39E-05,anhui barberry
213,227,214,92.9247007,63.5688603,90.49861877,-113.5012841,-79.04265175,-110.4976351,0.008825459,60.73853026,12.53006679,0.623378976,2.28E-05,anhui barberry
220,236,226,72.87660804,39.7114593,61.0900974,-86.13009875,-47.67767254,-72.56101087,0.023934904,43.42624621,10.36228541,0.751565796,1.41E-05,anhui barberry
220,235,224,74.81978348,42.21374184,66.3249576,-89.89856886,-50.68640063,-79.73028964,0.034571085,18.98871128,9.691499729,0.855063738,1.46E-05,anhui barberry
225,237,228,64.27285586,37.20215048,57.43692192,-77.02214464,-44.26952334,-68.74039535,0.048405221,14.25452051,9.088642333,0.934394363,1.31E-05,anhui barberry
213,229,217,88.32326987,54.03702434,79.87490219,-105.1104507,-64.18735788,-94.96922364,0.018314259,30.93295493,10.84950357,0.699382801,1.79E-05,anhui barberry
214,233,219,80.56674252,43.78355856,70.9506871,-92.23608239,-50.57248683,-81.34794185,0.028770528,21.44328443,10.01194677,0.804180594,1.50E-05,anhui barberry
212,230,217,80.66597796,46.10856753,71.63797875,-89.81600269,-51.19189528,-79.94756981,0.032407359,17.5673435,9.846778741,0.844227487,1.48E-05,anhui barberry
204,224,208,100.5037313,59.66573556,91.36739024,-114.8286294,-67.93881463,-104.0309942,0.009512796,46.76968921,11.9548349,0.603017529,2.13E-05,anhui barberry
204,225,209,97.04638066,57.16642371,87.49857142,-108.8299118,-64.313243,-98.1756879,0.016315071,39.86452203,11.1872475,0.621028933,1.96E-05,anhui barberry
207,226,211,94.82088378,56.78027827,86.31917516,-108.693384,-65.0824201,-98.72911699,0.014531889,37.68161096,11.42801794,0.659926745,1.91E-05,anhui barberry
211,232,217,84,44.53088816,73.14369419,-94.49695314,-50.53322651,-82.57507705,0.031754681,20.53279826,9.827213035,0.805082367,1.52E-05,anhui barberry
215,231,219,87.98295289,52.91502622,79.92496481,-106.8033188,-64.38006276,-97.26670499,0.020607626,36.86361203,10.80285647,0.670540564,1.92E-05,anhui barberry
223,237,228,68.85491994,38.13135193,57.68882041,-82.55664307,-46.16278182,-69.37705781,0.020157291,35.11115889,10.65948012,0.734864943,1.36E-05,anhui barberry
222,237,228,70.59036761,38.83297568,59.07622195,-84.61267836,-47.32370476,-71.57458759,0.019013077,36.57572079,10.7974408,0.702785741,1.39E-05,anhui barberry
227,237,227,67.29041537,42.66145802,66.7757441,-85.63714978,-54.28801303,-84.85048688,0.030780059,22.67970365,10.11208886,0.813339752,1.52E-05,anhui barberry
233,242,235,55.3895297,33.33166662,50.70502934,-72.15437556,-43.77954467,-66.23097828,0.039161078,15.58531239,9.432992111,0.908997489,1.31E-05,anhui barberry
239,245,240,49.1426495,31.36877428,45.607017,-69.71537487,-44.80707531,-64.74797875,0.029429075,21.66162873,10.09747867,0.886687532,1.32E-05,anhui barberry
235,243,238,57.68882041,33.92639091,51.26402247,-80.14878561,-47.52556334,-71.85173967,0.013993093,45.75146314,11.46374999,0.639861418,1.49E-05,anhui barberry
237,242,238,51.7880295,35.29872519,48.49742261,-71.08005254,-48.34716476,-66.5899061,0.033803183,20.82332196,9.926604084,0.860366811,1.40E-05,anhui barberry
230,239,232,62.12084996,40.42276586,57.7321401,-80.57984953,-52.74219167,-75.09179871,0.031254768,24.16904283,10.0686593,0.840253573,1.46E-05,anhui barberry
239,243,240,49,34.525353,46.61544808,-69.33811501,-48.60419728,-66.14575989,0.033802269,21.29918264,9.895550482,0.90325275,1.34E-05,anhui barberry
237,243,239,49.87985565,32.95451411,46.79743583,-68.29771427,-45.19552779,-64.63894491,0.040256739,19.9851802,9.545509687,0.898854517,1.32E-05,anhui barberry
235,241,236,54.24942396,37.17526059,51.39066063,-73.26574811,-50.27251205,-69.48030082,0.024551867,25.51341706,10.42983109,0.832265081,1.40E-05,anhui barberry
243,247,244,40.8900966,27.49545417,38.65229618,-60.67044348,-40.98373338,-57.59276771,0.040903589,21.23299475,9.652795004,0.874800741,1.31E-05,anhui barberry
185,224,196,85.02940668,39.25557285,72.6636085,-65.72937857,-33.85520896,-58.06394058,0.009749415,31.84983985,11.82073872,0.640313248,1.24E-05,big fruited holly
184,221,192,97.45255256,47.9165942,86.4985549,-85.53940707,-45.01760628,-77.45511101,0.007175296,46.55364447,12.55996711,0.580661448,1.46E-05,big fruited holly
184,226,195,91.28526716,40.48456496,79.18964579,-75.16166609,-38.9077372,-69.45647085,0.00683106,40.97529492,12.54852639,0.601174932,1.28E-05,big fruited holly
179,220,189,91.47677301,44.06812907,80.05623024,-68.82606897,-38.02860266,-62.87233743,0.008208892,40.44286559,12.21966123,0.607070023,1.33E-05,big fruited holly
173,217,183,93.56281313,45.53020975,83.32466622,-62.76438404,-36.6420312,-60.17034923,0.009578792,31.00683567,11.98979983,0.665265394,1.35E-05,big fruited holly
174,211,181,88.02272434,50.24937811,81.76184929,-52.30540204,-37.09423265,-53.29149931,0.008589465,44.61772714,12.20530815,0.607903956,1.38E-05,big fruited holly
180,224,191,95.65040512,41.23105626,82.71033793,-76.73835974,-36.50522225,-68.52782715,0.012229025,37.32815551,11.57778003,0.626976705,1.34E-05,big fruited holly
160,209,171,96.10931276,48.22862221,85.70880935,-42.70539561,-30.97674288,-44.84456662,0.009477429,31.93372226,11.980952,0.672305246,1.39E-05,big fruited holly
162,211,174,93.1020945,46.09772229,81.73738435,-35.72893114,-30.04844026,-40.44829046,0.010806113,27.08247171,11.7360883,0.700976718,1.34E-05,big fruited holly
167,222,182,90.64215355,36.70149861,76.28892449,-39.6985675,-26.31664095,-41.28944497,0.015594795,17.47052411,10.97748868,0.771756936,1.22E-05,big fruited holly
166,215,178,93.23625904,44.74371464,81.95120499,-48.47772385,-33.79023095,-49.98946445,0.008344775,40.1239349,12.27078656,0.641728072,1.32E-05,big fruited holly
163,225,180,91.55326319,33.06055051,76.1905506,-29.95214593,-25.37566024,-39.60230915,0.010934071,27.72574682,11.63495606,0.691137356,1.19E-05,big fruited holly
156,216,171,90.05553842,38.48376281,77.20103626,46.40722242,-21.84882584,31.81501341,0.012390173,20.58044945,11.34633687,0.796283055,1.23E-05,big fruited holly
152,216,169,93.20944158,38.249183,79.4418026,49.43388104,-21.22213187,28.70772615,0.01058229,25.96256574,11.67881691,0.741840143,1.24E-05,big fruited holly
159,214,172,93.3702308,41.31585652,81.0246876,13.44790163,-22.64872667,-25.41132857,0.01297947,30.48666919,11.37068307,0.717730382,1.30E-05,big fruited holly
140,199,155,112.0937108,55.93746508,97.59098319,-25.48749868,-27.19249721,-31.27708585,0.010340706,20.27305923,11.77881324,0.875082257,1.59E-05,big fruited holly
150,202,163,114.1840619,59.69087032,101.7595204,-68.05344702,-43.20275617,-66.88567419,0.007951777,24.83345479,12.3740202,0.809587564,1.69E-05,big fruited holly
159,210,174,102.3034701,49.08156477,87.36131867,-58.19986538,-32.35604974,-53.69096457,0.014265033,18.41192815,11.1959513,0.934322166,1.43E-05,big fruited holly
149,208,168,107.8656572,49.10193479,89.45948804,-45.00970984,-28.54461055,-44.76037232,0.015087442,16.89316093,11.17545921,0.916126327,1.45E-05,big fruited holly
137,199,155,111.5168149,54.72659317,94.83142939,48.12467588,-21.49540194,36.50972406,0.017174448,16.86280396,11.09013367,0.936486409,1.56E-05,big fruited holly
128,198,148,103.7786105,48.92851929,88.04544281,74.1445919,26.03545459,60.29493672,0.016192643,16.39347224,11.0696008,0.945515359,1.45E-05,big fruited holly
129,199,149,109.7178199,50.12983144,93.44517109,68.27476772,23.48195385,52.93346344,0.014524436,20.11736589,11.2265854,0.901462748,1.51E-05,big fruited holly
154,202,167,112.8893263,60.78651166,99.27738917,-71.73656302,-44.64310284,-67.17641191,0.00865766,29.00250973,12.30540816,0.789401157,1.69E-05,big fruited holly
145,198,160,107.7775487,57.16642371,93.8562731,-18.20546469,-26.92204308,-33.51681045,0.014480907,17.54378396,11.36847677,0.952090394,1.56E-05,big fruited holly
141,195,156,116.7775663,63.07931515,102.381639,-50.03437636,-36.96685612,-51.82572327,0.010901801,22.54720127,11.93565331,0.857287546,1.76E-05,big fruited holly
131,188,147,112.3877217,62.40993511,98.45303449,61.54056856,23.3181988,49.96597685,0.014844426,19.57968987,11.44398587,0.888342722,1.72E-05,big fruited holly
143,199,159,106.4941313,54.72659317,92.23882046,40.79773472,-21.57446686,17.46141157,0.015472059,23.22600009,11.40902894,0.906434017,1.54E-05,big fruited holly
187,223,196,91.19758769,43.33589736,79.13911801,-77.63410704,-38.95458224,-68.46701308,0.011740728,32.2462203,11.56570722,0.650201217,1.35E-05,big fruited holly
184,221,192,93.20407716,45.90206967,82.69220036,-77.98476582,-41.51733925,-70.48560308,0.009088033,44.50434144,12.1889161,0.615574033,1.39E-05,big fruited holly
150,208,166,112.529996,52.5642464,96.82458366,-64.57857539,-38.55510185,-62.1517269,0.009969737,21.33196432,11.99905941,0.834432248,1.54E-05,big fruited holly
197,225,204,101.1681768,54.40588203,90.49309366,-108.2504476,-61.22740524,-99.76601963,0.001426299,285.7603036,15.4633638,0.275327376,1.74E-05,japanese cheesewood
206,230,214,91.49316914,49.57822102,78.67655305,-102.6834154,-58.85110401,-91.48200548,0.001333656,252.1590577,15.42665073,0.270957619,1.58E-05,japanese cheesewood
199,222,206,94.83670176,57.07013229,84.48668534,-100.6152074,-63.25470081,-92.99572185,0.001220949,249.9371412,15.54862904,0.288894952,1.64E-05,japanese cheesewood
