Asp Ratio,Form Factor,Narrow Factor,Rect,PRD,PRLW,MeanRed,MeanGreen,MeanBlue,StdDevRed,StdDevGreen,StdDevBlue,SkewRed,SkewGreen,SkewBlue,ASM,Contrast,Entropy,Homogeneity,Correlation,Class
2.305466294,0.030012306,1.079969119,0.508016226,4.938792744,3.720130567,207,237,214,82.23746105,32.77193922,70.37044834,-86.13517592,-37.10730961,-74.22908071,0.011616594,37.44838481,11.5107065,0.587515522,1.27E-05,goldenrain tree
2.136275304,0.034428801,1.142691228,0.512825734,4.506056605,3.507264976,191,241,204,85.41662602,22.97825059,69.87846592,-71.90574085,-25.34767578,-61.89402639,0.011810494,26.50913506,11.15659607,0.710943404,1.10E-05,goldenrain tree
2.296220679,0.035185718,1.009197816,0.490415377,4.977962668,3.499655388,195,244,207,88.94380248,19.62141687,71.11258679,-83.32485069,-23.45168889,-67.57433055,0.010186794,35.27704333,11.50641185,0.611704812,1.11E-05,goldenrain tree
2.520862027,0.026562421,1.258017619,0.558957887,4.108803439,3.700855759,200,246,213,90.47098983,17.2626765,69.36137254,-91.98558375,-20.77770046,-71.74938589,0.011438165,36.81627759,11.37169335,0.581652634,1.11E-05,goldenrain tree
3.484602204,0.037827206,0.974106667,0.470512234,4.122202168,3.120075362,218,237,224,81.35723692,38.83297568,67.59437846,-98.54180674,-47.44721745,-82.23504839,0.01026241,73.24177657,12.16500925,0.469363832,1.50E-05,chinese cinnamon
2.836835253,0.046274878,1.038781955,0.502680729,3.747483992,2.878227687,215,237,223,81.44937078,36.83748091,66.36264009,-95.0714882,-44.05331004,-78.60660055,0.012359959,32.45774191,11.63059972,0.645919259,1.39E-05,chinese cinnamon
3.099107433,0.035778344,0.984834725,0.490793259,4.352701844,3.240929646,208,233,217,85.29947245,39.9374511,70.06425622,-92.92663887,-44.31539906,-77.43899466,0.010999093,62.59260433,11.82229639,0.494683825,1.39E-05,chinese cinnamon
2.11431895,0.048624201,1.140349523,0.450346872,4.075462945,3.155166979,220,238,226,76.37407937,37.38983819,63.19018911,-92.38625415,-45.87267879,-77.00938773,0.015798949,59.09678222,11.37110151,0.533738913,1.43E-05,chinese cinnamon
2.671374734,0.047209045,1.043898191,0.469414142,3.937166255,2.990528864,214,236,222,84.00595217,38.23610859,68.20557162,-97.99500183,-44.98303888,-80.34109569,0.013015527,58.25366306,11.64133995,0.510471389,1.44E-05,chinese cinnamon
2.601820666,0.046031477,1.031784365,0.476495445,4.057098437,3.023846637,206,233,215,87.12060606,38.98717738,70.31358332,-93.47420337,-42.447964,-75.6629814,0.015066174,47.4150829,11.35806983,0.541061602,1.37E-05,chinese cinnamon
2.757762824,0.040093678,0.99192676,0.474774515,4.40007713,3.203077475,201,229,211,91.73330911,44.11349,76.46567858,-95.70962606,-47.11215107,-81.52280843,0.008942793,60.74393323,12.25964201,0.487048301,1.46E-05,chinese cinnamon
2.996903755,0.033557828,0.972889665,0.483259222,4.662437393,3.401149393,210,239,221,84.65222974,29.96664813,64.69157596,-94.42081588,-34.18298117,-73.17391448,0.017245679,37.03215215,11.09871322,0.588345704,1.26E-05,chinese cinnamon
2.641346913,0.054087928,1.22753464,0.426583051,3.299905849,2.938317311,224,238,228,72.65672715,39.69886648,62.88879073,-90.86491247,-50.14305697,-78.9748892,0.011619208,44.81685077,11.79854551,0.550149553,1.49E-05,chinese cinnamon
2.879526362,0.045434195,1.13448447,0.510712424,3.410054209,2.871456158,209,231,215,83.12640976,44.56455991,72.18725649,-90.33790669,-49.57072501,-78.8398722,0.014264055,40.53208463,11.36751239,0.574211582,1.47E-05,chinese cinnamon
3.605874101,0.040650473,1.153754331,0.470548378,3.300246899,2.98097458,215,228,218,77.31752712,53.02829433,72.4844811,-87.67641144,-61.08328675,-83.02350909,0.011562199,74.79455708,12.10209924,0.539305386,1.67E-05,chinese cinnamon
3.333180337,0.041016594,1.051609443,0.474636415,3.73298111,3.019689695,210,230,215,82.11577193,44.95553359,73.70888685,-89.96092954,-49.75789627,-81.52030056,0.007782528,102.5365185,12.70576922,0.458778616,1.48E-05,chinese cinnamon
3.822062429,0.031683054,0.964541252,0.476888413,4.314280748,3.298330397,221,235,225,74.65252842,43.19722213,66.80568838,-90.46056094,-52.64170335,-81.63340216,0.012867521,55.83941548,11.72123204,0.591405248,1.57E-05,chinese cinnamon
3.221835096,0.036708478,1.042957569,0.475828792,4.041784558,3.216931718,208,225,213,81.44937078,52.71622141,73.17103252,-85.9710106,-56.5749651,-77.78551639,0.013632405,78.97190139,11.70517532,0.512528044,1.56E-05,chinese cinnamon
3.649485453,0.029888523,1.006059198,0.489373414,4.302176587,3.397336085,208,231,215,85.22323627,43.76071297,73.53910524,-93.03205431,-48.83227396,-81.46493781,0.006593212,86.12715324,12.81481567,0.446267776,1.46E-05,chinese cinnamon
3.652876908,0.032544151,0.995395785,0.466016019,4.268249419,3.335485536,206,227,212,83.61220007,47.54997371,73.70210309,-87.55669795,-50.28200646,-77.96831937,0.010018328,61.04900672,12.0176213,0.517864028,1.48E-05,chinese cinnamon
3.231905756,0.032151303,0.992328934,0.476487396,4.528871566,3.432166594,203,228,210,83.79737466,44.48595284,73.31439149,-84.3333316,-45.9957463,-74.90506507,0.012172284,60.4889069,11.81972738,0.511686109,1.40E-05,chinese cinnamon
2.884694656,0.033118264,1.035022932,0.45743093,4.621719248,3.552192509,192,220,200,85.85452813,47.51841748,75.01333215,-74.24492742,-41.64496648,-65.75136017,0.014375945,48.03099217,11.35131592,0.561215675,1.38E-05,chinese cinnamon
2.884545476,0.037923328,1.044831468,0.468771398,4.226503999,3.279175861,201,227,208,86.79285685,45.72745346,75.93418203,-86.97757823,-46.89110143,-76.86218109,0.012441016,65.48567876,11.70414618,0.492018647,1.44E-05,chinese cinnamon
2.958958425,0.042860181,0.946707815,0.460535083,4.370752815,3.092645423,213,231,217,80.8084154,45.89117562,72.86974681,-91.04646824,-51.96718837,-82.27667794,0.024450701,45.29925623,10.62271697,0.653248181,1.55E-05,chinese cinnamon
2.525787565,0.03155063,1.029375469,0.46874633,5.026374173,3.706545269,197,226,205,86.06973917,44.03407771,75.60423269,-80.95079062,-42.76380321,-72.8055122,0.018753213,46.86115551,11.06285741,0.618665522,1.38E-05,chinese cinnamon
3.203258435,0.036930275,1.036922591,0.46105003,4.129451567,3.263206807,199,224,206,87.27542609,48.13522619,77.70456872,-85.5556675,-47.67033948,-77.60727427,0.012460903,62.78167749,11.74913569,0.535059698,1.48E-05,chinese cinnamon
2.793176802,0.040518629,0.955784209,0.470140631,4.535755868,3.192308562,199,219,205,86.65448632,56.23166368,78.74007874,-84.40633623,-55.75488103,-78.15643599,0.01278885,76.76637134,11.92668891,0.496794092,1.60E-05,chinese cinnamon
2.508095953,0.037908678,1.081135011,0.473605432,4.358834068,3.369170208,194,221,201,88.71865644,50.59644256,78.61297603,-82.53727119,-49.01998352,-73.94956388,0.007788651,76.44373167,12.59188789,0.489280607,1.46E-05,chinese cinnamon
2.584678676,0.034876847,1.095488538,0.46338514,4.466313675,3.527876605,192,223,201,93.50401061,48.46648326,81.18497398,-88.27868777,-47.25887033,-78.16216536,0.009418892,67.52253813,12.27177399,0.514573598,1.47E-05,chinese cinnamon
2.984508577,0.043349727,0.98141237,0.46977523,4.133080033,3.038249309,197,223,205,88.50988645,48.76474136,76.29547824,-85.26413797,-47.43981297,-74.03103154,0.013538742,62.55332465,11.56723478,0.548744791,1.46E-05,chinese cinnamon
3.27181408,0.041108008,0.983501966,0.460853371,4.084001172,3.076361479,203,224,208,86.31917516,51.23475383,78.66384176,-88.72667905,-52.97423692,-81.65825449,0.013793273,54.48525411,11.5893575,0.554841444,1.57E-05,chinese cinnamon
3.305303329,0.034558271,1.159669463,0.482735347,3.672227366,3.269424781,205,222,209,82.85529555,54.69917732,76.64854858,-85.13004316,-56.71645375,-79.47172762,0.012144971,86.03882006,12.05510145,0.489050312,1.61E-05,chinese cinnamon
2.819461029,0.034442904,1.184965709,0.485026974,3.888466302,3.401325032,188,223,199,89.06177631,43.19722213,75.75618787,-74.95659711,-37.6700426,-65.66033018,0.017369911,51.16312165,11.10964196,0.552173253,1.34E-05,chinese cinnamon
2.834092339,0.04167355,1.189060828,0.475040188,3.55053262,3.120678343,191,227,204,89.37001734,39.81205847,72.79423054,-79.39776952,-36.79556106,-66.7629553,0.018621454,42.30828025,11.01162726,0.609819223,1.30E-05,chinese cinnamon
3.688254058,0.043280243,1.04958308,0.43079418,3.63323095,2.999987993,230,242,234,64.79197481,33.30165161,53.35728629,-84.63613782,-43.88104924,-69.55734273,0.021840088,55.10352996,10.49051865,0.705781154,1.39E-05,anhui barberry
3.065189419,0.048550064,0.9068511,0.434847963,4.334826621,2.964041277,214,221,218,76.17086057,63.52164985,69.07242576,-84.30477907,-71.84069718,-76.70353194,0.014958234,18.48111509,11.30181583,0.795672802,1.73E-05,anhui barberry
2.807508233,0.049280307,0.90282232,0.473014608,4.329753935,2.882343197,212,223,217,74.40430095,57.40209055,67.03730305,-79.75036769,-63.46709188,-72.27499006,0.026285868,11.80680412,10.27926803,0.969564105,1.37E-05,anhui barberry
3.102706344,0.048568142,1.117374674,0.457419624,3.40877001,2.880492607,211,232,218,87.12060606,46.64761516,74.59892761,-100.2948299,-54.46444388,-86.50558508,0.023637828,20.15223946,10.4493609,0.791923596,1.56E-05,anhui barberry
3.161544168,0.046857275,1.041451436,0.474153371,3.622958967,2.866468566,214,232,219,79.36623967,44.19275959,69.92853495,-90.29724764,-50.40983158,-79.73280651,0.026396296,16.82018676,10.21581007,0.832298758,1.45E-05,anhui barberry
3.520105148,0.043648984,1.012655488,0.430516216,3.839535034,3.027941316,215,230,219,73.68853371,45.14421336,66.84309987,-81.29738774,-49.5168123,-73.97881059,0.039348444,14.39280246,9.381130534,0.91940479,1.39E-05,anhui barberry
2.841949053,0.04904938,0.943306721,0.446677918,4.248395337,2.964439142,213,227,214,92.9247007,63.5688603,90.49861877,-113.5012841,-79.04265175,-110.4976351,0.008825459,60.73853026,12.53006679,0.623378976,2.28E-05,anhui barberry
3.108376002,0.044974118,1.135372898,0.435036773,3.571497851,3.067978275,220,236,226,72.87660804,39.7114593,61.0900974,-86.13009875,-47.67767254,-72.56101087,0.023934904,43.42624621,10.36228541,0.751565796,1.41E-05,anhui barberry
3.252701712,0.047215924,1.173790259,0.453979776,3.226449564,2.896641163,220,235,224,74.81978348,42.21374184,66.3249576,-89.89856886,-50.68640063,-79.73028964,0.034571085,18.98871128,9.691499729,0.855063738,1.46E-05,anhui barberry
3.197924345,0.045465767,1.107111997,0.442515268,3.560967099,3.003261134,225,237,228,64.27285586,37.20215048,57.43692192,-77.02214464,-44.26952334,-68.74039535,0.048405221,14.25452051,9.088642333,0.934394363,1.31E-05,anhui barberry
3.057066127,0.047902369,1.038071042,0.43479662,3.817674784,2.986199045,213,229,217,88.32326987,54.03702434,79.87490219,-105.1104507,-64.18735788,-94.96922364,0.018314259,30.93295493,10.84950357,0.699382801,1.79E-05,anhui barberry
3.128364335,0.047520489,1.029411961,0.440768724,3.794952034,2.960293759,214,233,219,80.56674252,43.78355856,70.9506871,-92.23608239,-50.57248683,-81.34794185,0.028770528,21.44328443,10.01194677,0.804180594,1.50E-05,anhui barberry
3.206015786,0.045157046,1.121509155,0.446428812,3.5073207,2.998286019,212,230,217,80.66597796,46.10856753,71.63797875,-89.81600269,-51.19189528,-79.94756981,0.032407359,17.5673435,9.846778741,0.844227487,1.48E-05,anhui barberry
3.411226881,0.044088329,1.104482432,0.451470154,3.474637811,2.967697041,204,224,208,100.5037313,59.66573556,91.36739024,-114.8286294,-67.93881463,-104.0309942,0.009512796,46.76968921,11.9548349,0.603017529,2.13E-05,anhui barberry
3.378403834,0.044478793,1.105306927,0.450410895,3.477606086,2.965917215,204,225,209,97.04638066,57.16642371,87.49857142,-108.8299118,-64.313243,-98.1756879,0.016315071,39.86452203,11.1872475,0.621028933,1.96E-05,anhui barberry
2.922802766,0.04926082,1.07275553,0.444488965,3.684836097,2.945248706,207,226,211,94.82088378,56.78027827,86.31917516,-108.693384,-65.0824201,-98.72911699,0.014531889,37.68161096,11.42801794,0.659926745,1.91E-05,anhui barberry
3.313065825,0.045549,1.076502688,0.44991318,3.565053634,2.947984291,211,232,217,84,44.53088816,73.14369419,-94.49695314,-50.53322651,-82.57507705,0.031754681,20.53279826,9.827213035,0.805082367,1.52E-05,anhui barberry
3.325852261,0.045996168,1.015066244,0.459475609,3.715883429,2.899931486,215,231,219,87.98295289,52.91502622,79.92496481,-106.8033188,-64.38006276,-97.26670499,0.020607626,36.86361203,10.80285647,0.670540564,1.92E-05,anhui barberry
4.642606095,0.031049754,1.023279042,0.4640883,3.778292786,3.181059497,223,237,228,68.85491994,38.13135193,57.68882041,-82.55664307,-46.16278182,-69.37705781,0.020157291,35.11115889,10.65948012,0.734864943,1.36E-05,anhui barberry
4.652414869,0.031391593,1.088132339,0.466270901,3.521707093,3.154128297,222,237,228,70.59036761,38.83297568,59.07622195,-84.61267836,-47.32370476,-71.57458759,0.019013077,36.57572079,10.7974408,0.702785741,1.39E-05,anhui barberry
4.116318453,0.040263163,0.970651063,0.451596102,3.765766139,2.940816173,227,237,227,67.29041537,42.66145802,66.7757441,-85.63714978,-54.28801303,-84.85048688,0.030780059,22.67970365,10.11208886,0.813339752,1.52E-05,anhui barberry
4.116318453,0.040140954,1.32952907,0.497854972,2.622420962,2.805121282,233,242,235,55.3895297,33.33166662,50.70502934,-72.15437556,-43.77954467,-66.23097828,0.039161078,15.58531239,9.432992111,0.908997489,1.31E-05,anhui barberry
4.985215878,0.03251948,1.065920107,0.46035063,3.434133653,3.048919783,239,245,240,49.1426495,31.36877428,45.607017,-69.71537487,-44.80707531,-64.74797875,0.029429075,21.66162873,10.09747867,0.886687532,1.32E-05,anhui barberry
4.979739271,0.031108368,1.018474596,0.46792946,3.646848244,3.093087802,235,243,238,57.68882041,33.92639091,51.26402247,-80.14878561,-47.52556334,-71.85173967,0.013993093,45.75146314,11.46374999,0.639861418,1.49E-05,anhui barberry
4.033628912,0.038917091,1.115957001,0.45045674,3.369828809,3.013492019,237,242,238,51.7880295,35.29872519,48.49742261,-71.08005254,-48.34716476,-66.5899061,0.033803183,20.82332196,9.926604084,0.860366811,1.40E-05,anhui barberry
4.690712821,0.034521547,1.084168533,0.464043087,3.364801919,3.006965716,230,239,232,62.12084996,40.42276586,57.7321401,-80.57984953,-52.74219167,-75.09179871,0.031254768,24.16904283,10.0686593,0.840253573,1.46E-05,anhui barberry
4.42222411,0.035957939,1.104269315,0.491293416,3.239938391,2.917931151,239,243,240,49,34.525353,46.61544808,-69.33811501,-48.60419728,-66.14575989,0.033802269,21.29918264,9.895550482,0.90325275,1.34E-05,anhui barberry
4.576175606,0.035698764,1.027439351,0.456568912,3.563794917,3.004935391,237,243,239,49.87985565,32.95451411,46.79743583,-68.29771427,-45.19552779,-64.63894491,0.040256739,19.9851802,9.545509687,0.898854517,1.32E-05,anhui barberry
4.318806162,0.034330331,1.104805274,0.50226139,3.316870484,2.975526357,235,241,236,54.24942396,37.17526059,51.39066063,-73.26574811,-50.27251205,-69.48030082,0.024551867,25.51341706,10.42983109,0.832265081,1.40E-05,anhui barberry
4.930792372,0.034361426,1.101116312,0.446394452,3.302276721,3.023087061,243,247,244,40.8900966,27.49545417,38.65229618,-60.67044348,-40.98373338,-57.59276771,0.040903589,21.23299475,9.652795004,0.874800741,1.31E-05,anhui barberry
1.78362824,0.053683484,1.116218797,0.46687598,4.237184614,3.030538632,185,224,196,85.02940668,39.25557285,72.6636085,-65.72937857,-33.85520896,-58.06394058,0.009749415,31.84983985,11.82073872,0.640313248,1.24E-05,big fruited holly
1.618494949,0.055357345,1.222367837,0.466786938,4.000326484,3.022434928,184,221,192,97.45255256,47.9165942,86.4985549,-85.53940707,-45.01760628,-77.45511101,0.007175296,46.55364447,12.55996711,0.580661448,1.46E-05,big fruited holly
1.745701198,0.050499923,1.179050616,0.491148026,4.07597052,3.055484749,184,226,195,91.28526716,40.48456496,79.18964579,-75.16166609,-38.9077372,-69.45647085,0.00683106,40.97529492,12.54852639,0.601174932,1.28E-05,big fruited holly
1.420235043,0.060477511,1.276330622,0.4469651,3.998737872,2.994944677,179,220,189,91.47677301,44.06812907,80.05623024,-68.82606897,-38.02860266,-62.87233743,0.008208892,40.44286559,12.21966123,0.607070023,1.33E-05,big fruited holly
1.742752048,0.052841756,1.215632329,0.450958307,4.036669022,3.117987981,173,217,183,93.56281313,45.53020975,83.32466622,-62.76438404,-36.6420312,-60.17034923,0.009578792,31.00683567,11.98979983,0.665265394,1.35E-05,big fruited holly
1.648709488,0.056364088,1.299923446,0.453007579,3.749351689,3.033777779,174,211,181,88.02272434,50.24937811,81.76184929,-52.30540204,-37.09423265,-53.29149931,0.008589465,44.61772714,12.20530815,0.607903956,1.38E-05,big fruited holly
1.738903243,0.056900932,1.178319558,0.465829184,3.95299411,2.957249591,180,224,191,95.65040512,41.23105626,82.71033793,-76.73835974,-36.50522225,-68.52782715,0.012229025,37.32815551,11.57778003,0.626976705,1.34E-05,big fruited holly
1.359749455,0.061343975,1.301938637,0.454442235,3.945070216,2.959635663,160,209,171,96.10931276,48.22862221,85.70880935,-42.70539561,-30.97674288,-44.84456662,0.009477429,31.93372226,11.980952,0.672305246,1.39E-05,big fruited holly
1.372418888,0.057783432,1.283043927,0.442457381,4.16080863,3.088265149,162,211,174,93.1020945,46.09772229,81.73738435,-35.72893114,-30.04844026,-40.44829046,0.010806113,27.08247171,11.7360883,0.700976718,1.34E-05,big fruited holly
1.361558441,0.055106112,1.286925584,0.420743699,4.373405299,3.244970485,167,222,182,90.64215355,36.70149861,76.28892449,-39.6985675,-26.31664095,-41.28944497,0.015594795,17.47052411,10.97748868,0.771756936,1.22E-05,big fruited holly
1.552494229,0.052168526,1.193626911,0.445930302,4.408375982,3.200460376,166,215,178,93.23625904,44.74371464,81.95120499,-48.47772385,-33.79023095,-49.98946445,0.008344775,40.1239349,12.27078656,0.641728072,1.32E-05,big fruited holly
1.595241651,0.04777621,1.167546516,0.469286738,4.528846266,3.250202714,163,225,180,91.55326319,33.06055051,76.1905506,-29.95214593,-25.37566024,-39.60230915,0.010934071,27.72574682,11.63495606,0.691137356,1.19E-05,big fruited holly
1.509627871,0.04841397,1.173495986,0.473119098,4.5826095,3.23485662,156,216,171,90.05553842,38.48376281,77.20103626,46.40722242,-21.84882584,31.81501341,0.012390173,20.58044945,11.34633687,0.796283055,1.23E-05,big fruited holly
1.513598013,0.046730064,1.172593704,0.470828919,4.67323277,3.299739806,152,216,169,93.20944158,38.249183,79.4418026,49.43388104,-21.22213187,28.70772615,0.01058229,25.96256574,11.67881691,0.741840143,1.24E-05,big fruited holly
1.712683589,0.055479789,1.121737891,0.433042975,4.39478002,3.112479702,159,214,172,93.3702308,41.31585652,81.0246876,13.44790163,-22.64872667,-25.41132857,0.01297947,30.48666919,11.37068307,0.717730382,1.30E-05,big fruited holly
1.385555586,0.059384877,1.272647392,0.451702981,4.075824944,3.012714845,140,199,155,112.0937108,55.93746508,97.59098319,-25.48749868,-27.19249721,-31.27708585,0.010340706,20.27305923,11.77881324,0.875082257,1.59E-05,big fruited holly
1.607292289,0.057272074,1.116393254,0.483909447,4.244063366,2.920816034,150,202,163,114.1840619,59.69087032,101.7595204,-68.05344702,-43.20275617,-66.88567419,0.007951777,24.83345479,12.3740202,0.809587564,1.69E-05,big fruited holly
1.608931774,0.058286024,1.146663943,0.455206955,4.22093213,2.984828835,159,210,174,102.3034701,49.08156477,87.36131867,-58.19986538,-32.35604974,-53.69096457,0.014265033,18.41192815,11.1959513,0.934322166,1.43E-05,big fruited holly
1.612551091,0.058482007,1.178923248,0.4699944,4.029027692,2.93180091,149,208,168,107.8656572,49.10193479,89.45948804,-45.00970984,-28.54461055,-44.76037232,0.015087442,16.89316093,11.17545921,0.916126327,1.45E-05,big fruited holly
1.692701991,0.061573551,1.012631343,0.472074846,4.452007136,2.833997291,137,199,155,111.5168149,54.72659317,94.83142939,48.12467588,-21.49540194,36.50972406,0.017174448,16.86280396,11.09013367,0.936486409,1.56E-05,big fruited holly
1.670156841,0.059368174,1.03585919,0.465521909,4.493386141,2.911353556,128,198,148,103.7786105,48.92851929,88.04544281,74.1445919,26.03545459,60.29493672,0.016192643,16.39347224,11.0696008,0.945515359,1.45E-05,big fruited holly
1.63093405,0.066659962,1.049205118,0.419943952,4.460599205,2.901215849,129,199,149,109.7178199,50.12983144,93.44517109,68.27476772,23.48195385,52.93346344,0.014524436,20.11736589,11.2265854,0.901462748,1.51E-05,big fruited holly
1.517753463,0.064576945,1.102958196,0.456916999,4.284330117,2.848590421,154,202,167,112.8893263,60.78651166,99.27738917,-71.73656302,-44.64310284,-67.17641191,0.00865766,29.00250973,12.30540816,0.789401157,1.69E-05,big fruited holly
1.756592573,0.059553563,0.990684342,0.453560815,4.634016117,2.9254407,145,198,160,107.7775487,57.16642371,93.8562731,-18.20546469,-26.92204308,-33.51681045,0.014480907,17.54378396,11.36847677,0.952090394,1.56E-05,big fruited holly
1.83738734,0.057984095,0.989419451,0.459783969,4.56654607,2.925838703,141,195,156,116.7775663,63.07931515,102.381639,-50.03437636,-36.96685612,-51.82572327,0.010901801,22.54720127,11.93565331,0.857287546,1.76E-05,big fruited holly
1.815254115,0.057551426,1.026349763,0.465000659,4.420598494,2.92547429,131,188,147,112.3877217,62.40993511,98.45303449,61.54056856,23.3181988,49.96597685,0.014844426,19.57968987,11.44398587,0.888342722,1.72E-05,big fruited holly
1.810000793,0.056265393,1.161071424,0.472981065,3.924272225,2.934880249,143,199,159,106.4941313,54.72659317,92.23882046,40.79773472,-21.57446686,17.46141157,0.015472059,23.22600009,11.40902894,0.906434017,1.54E-05,big fruited holly
1.77783806,0.055584611,1.121546435,0.466059789,4.154689193,2.98222959,187,223,196,91.19758769,43.33589736,79.13911801,-77.63410704,-38.95458224,-68.46701308,0.011740728,32.2462203,11.56570722,0.650201217,1.35E-05,big fruited holly
1.672867286,0.055851267,1.215498057,0.470506358,3.923880055,2.985067013,184,221,192,93.20407716,45.90206967,82.69220036,-77.98476582,-41.51733925,-70.48560308,0.009088033,44.50434144,12.1889161,0.615574033,1.39E-05,big fruited holly
1.494275173,0.058616343,1.168965419,0.472339967,4.205777948,2.945331759,150,208,166,112.529996,52.5642464,96.82458366,-64.57857539,-38.55510185,-62.1517269,0.009969737,21.33196432,11.99905941,0.834432248,1.54E-05,big fruited holly
1.834031007,0.013033389,1.118957423,0.49444696,8.220430633,5.952648065,197,225,204,101.1681768,54.40588203,90.49309366,-108.2504476,-61.22740524,-99.76601963,0.001426299,285.7603036,15.4633638,0.275327376,1.74E-05,japanese cheesewood
2.417594221,0.015110959,1.120365461,0.515554875,6.503769249,5.154514294,206,230,214,91.49316914,49.57822102,78.67655305,-102.6834154,-58.85110401,-91.48200548,0.001333656,252.1590577,15.42665073,0.270957619,1.58E-05,japanese cheesewood
2.676739439,0.015233524,1.09341239,0.537376464,6.178363399,4.9181377,199,222,206,94.83670176,57.07013229,84.48668534,-100.6152074,-63.25470081,-92.99572185,0.001220949,249.9371412,15.54862904,0.288894952,1.64E-05,japanese cheesewood
2.279997195,0.011335043,1.086687987,0.523141195,7.914198398,5.978230278,188,218,196,107.177423,62.31372241,97.75479528,-107.9119367,-67.44165054,-103.2901612,0.001410911,337.3842119,15.66323204,0.262836118,1.92E-05,japanese cheesewood
2.629283325,0.006499666,1.102690239,0.503735615,9.774193621,7.808200957,192,219,201,101.5135459,61.02458521,90.95053601,-103.696291,-66.57185968,-98.11246287,0.001096194,347.9287132,15.9032812,0.264230312,1.75E-05,japanese cheesewood
2.621223544,0.016457235,1.142410505,0.512583788,5.886605272,4.867834764,198,222,204,98.45811292,59.02541825,89.54886934,-104.9988813,-65.66543268,-97.940996,0.001445995,259.4497268,15.36367141,0.285561052,1.83E-05,japanese cheesewood
2.296601006,0.014128303,1.121288955,0.504399246,6.971198758,5.445580384,188,216,195,102.0881972,60.72067193,92.39588735,-99.89933203,-61.47148743,-92.7858409,0.001896917,179.5378381,14.8720599,0.319438061,1.75E-05,japanese cheesewood
2.052740662,0.015390916,1.043077464,0.491110969,7.696518994,5.398275957,180,213,190,101.631688,59.43063183,90.18869109,-90.54439587,-57.1662327,-84.81709227,0.001312525,258.8091462,15.48237234,0.274345147,1.59E-05,japanese cheesewood
2.111885287,0.011984472,1.153622106,0.50745679,7.648781932,5.988286826,193,224,203,98.95958771,51.32250968,85.83705494,-100.2427436,-55.14923657,-90.74428067,0.001891281,192.308218,14.9279721,0.315160629,1.56E-05,japanese cheesewood
2.307244903,0.018586932,1.123895679,0.507846743,6.029162029,4.727268784,195,218,201,95.17877915,60.68772528,87.50999943,-95.89916351,-63.72448293,-90.79663155,0.003178442,54.48919546,13.70913033,0.484359677,1.75E-05,japanese cheesewood
1.787841152,0.003993356,1.132556387,0.527866049,14.38284591,10.4463739,168,220,181,115.3169545,53.66563146,104.4126429,-98.04898287,-55.98298803,-98.45247521,0.00184783,167.624366,15.01741601,0.356620576,1.59E-05,japanese cheesewood
2.609244923,0.017833078,1.127491943,0.517841887,5.713699339,4.657247559,198,223,205,92.70922284,53.77731864,83.3066624,-95.23164155,-57.19651062,-88.09992094,0.002651181,155.2861127,14.36933918,0.346966462,1.59E-05,japanese cheesewood
1.695535258,0.013920299,1.140684329,0.506135053,8.020909652,5.755073942,182,217,192,98.08669635,52.08646657,86.39444427,-85.71734314,-47.48243118,-78.6613717,0.004181374,78.13760273,13.4875877,0.462624389,1.48E-05,japanese cheesewood
2.596579114,0.014170072,1.141925598,0.518829857,6.338155586,5.225317038,197,223,205,94.67312185,54.38749856,83.12039461,-97.348764,-58.77207862,-88.12332056,0.002203857,137.4071574,14.59605251,0.348170477,1.59E-05,japanese cheesewood
2.018314231,0.008344244,1.163834287,0.519973915,9.18184986,7.145714587,187,226,196,106.8924693,48.2182538,94.93155429,-106.4694381,-51.70705594,-98.0820152,0.002234756,174.2019287,14.72485831,0.337307524,1.58E-05,japanese cheesewood
2.088440795,0.014161574,1.115957666,0.478822437,7.530055673,5.682360657,180,213,190,103.5808863,59.65735495,92.49864864,-94.02504237,-57.1720461,-88.06787119,0.001902394,167.7621358,14.85268834,0.338577646,1.64E-05,japanese cheesewood
2.318529921,0.009078686,1.078282912,0.517999189,8.881470785,6.690900652,185,214,192,104.9809507,64.08587988,97.77013859,-102.1910746,-66.48034922,-99.70197939,0.001670457,299.3369594,15.50044725,0.292545344,1.82E-05,japanese cheesewood
2.360719468,0.013779177,1.089971896,0.507631713,7.139642977,5.466431557,182,215,191,106.1461257,60.32412453,94.71536306,-100.1183599,-60.54748907,-93.19690811,0.001864256,185.6455938,14.93275582,0.335657739,1.73E-05,japanese cheesewood
2.134197157,0.016820038,1.053099927,0.483550841,7.207399488,5.168403381,198,224,206,97.42176348,54.5710546,85.66796367,-103.841289,-61.09722023,-94.71344863,0.001804723,146.752559,14.82971145,0.354746134,1.66E-05,japanese cheesewood
2.639445841,0.02090959,1.124488481,0.489588367,5.410037855,4.411972624,199,227,207,96.03124492,50.16971198,84,-102.0898542,-56.06836888,-91.78767197,0.002394007,119.8375599,14.42388044,0.367946141,1.59E-05,japanese cheesewood
2.099183416,0.013114474,1.132897192,0.50642505,7.475690045,5.73647221,183,217,194,98.52918349,53.6563137,86.4985549,-87.38465345,-50.7364334,-81.30888512,0.002548025,153.5494008,14.41035094,0.341666754,1.51E-05,japanese cheesewood
1.746991473,0.013537647,1.151942249,0.495617391,8.018239835,5.874125533,188,220,197,100.3892425,54.21254467,89.3028555,-97.0981753,-55.4117853,-89.62689157,0.002348172,118.3728816,14.46809856,0.377847463,1.58E-05,japanese cheesewood
