MeanRed,MeanGreen,MeanBlue,StdDevRed,StdDevGreen,StdDevBlue,SkewRed,SkewGreen,SkewBlue,KurRed,KurGreen,KurBlue,Class
185,229,199,96.39502062,36.81032464,78.99367063,-84.12509705,-34.29869466,-71.43422317,106.2481874,136.1458766,114.4751775,castor aralia
182,224,193,94.80506316,41.56921938,81.65169931,-77.42854322,-37.12110307,-68.8010794,101.7755114,129.7508662,107.6425177,castor aralia
168,230,187,103.5615759,32.17141588,82.56512581,-74.12081555,-27.95357955,-63.14228361,107.6538,149.3056178,117.1897956,castor aralia
172,225,187,101.4445661,37.94733192,84.74668135,-75.80507528,-31.77082355,-66.52534508,106.3347567,141.5166873,113.8349648,castor aralia
178,222,190,95.43060306,42.41462012,81.03702857,-72.89388473,-36.14932829,-63.42096518,100.4608712,129.2846736,106.4350828,castor aralia
183,223,193,91.65696918,42.08325083,79.10752177,-73.06830412,-36.47242554,-63.93588958,97.90545799,124.1219585,102.9962189,castor aralia
193,231,204,88.98314447,35.4541958,74.3236167,-81.01843811,-34.39363728,-69.14797062,100.1980735,126.0120639,106.7693743,castor aralia
181,225,194,95.19453766,40.57092555,79.68688725,-76.64155657,-36.21273221,-66.36573812,101.7637535,131.0779877,108.7493419,castor aralia
181,225,194,96.81941954,40.23679908,81.03085832,-79.75414102,-35.53148037,-68.77163176,104.1804641,133.7042645,111.3461764,castor aralia
176,217,187,90.89004346,44.77722635,79.18333158,-60.48240729,-33.79460951,-55.15701688,93.4252027,118.6967673,97.91781512,castor aralia
166,225,181,91.82592227,32.72613634,76.92853827,-38.81923799,-22.29894959,-37.29326235,92.66022725,128.8002466,97.03400799,castor aralia
210,241,217,87.29833904,28.47806173,74.02026749,-98.954882,-33.7595492,-84.42962992,116.498799,136.6910341,120.8887122,goldenrain tree
195,234,203,90.13323471,32.29551052,77.7431669,-85.64323994,-32.62445378,-74.15174608,104.097068,130.6946716,108.9013173,goldenrain tree
185,241,201,95.50392662,20.68816087,73.93240156,-82.49428794,-20.69864399,-65.19672158,104.6384956,143.7297707,114.1662223,goldenrain tree
200,240,212,90.47098983,25.33771892,71.14070565,-92.11226057,-27.63994775,-73.61653348,109.5015377,136.7592924,117.1539581,goldenrain tree
192,243,207,88.53247992,18.1934054,68.28616258,-78.91675256,-18.48476954,-62.6309999,98.41902146,134.0581055,107.5792579,goldenrain tree
194,243,210,92.72540105,20.39607805,70.07139217,-88.81829696,-22.41498784,-69.61681784,107.4575017,141.4244898,117.6276073,goldenrain tree
198,242,210,87.42425293,21.14237451,69.23149572,-84.2817448,-22.19793829,-67.49452173,101.6531127,132.1016018,109.1883962,goldenrain tree
213,244,223,79.92496481,20.80865205,62.29767251,-89.58712114,-24.09166335,-70.90757,105.4544918,125.8049054,111.8068754,goldenrain tree
204,244,217,87.75534172,18.97366596,67.0298441,-92.29955133,-20.81623486,-71.92617175,109.1947998,136.2116729,117.5424249,goldenrain tree
211,245,222,81.28345465,19.36491673,62.61788882,-89.55375816,-22.73224473,-70.24992296,105.5141195,128.0241103,112.5308499,goldenrain tree
203,244,213,93.34880824,20.174241,75.87489703,-100.7888278,-23.43470633,-83.05024296,118.7438221,146.2324,125.1102201,goldenrain tree
214,246,223,88.02840451,20.22374842,68.56383887,-104.975928,-25.56576642,-82.36526523,123.6741699,144.0583862,129.283455,goldenrain tree
190,245,205,104.556205,17.54992877,82.12794896,-104.7266359,-20.04323978,-84.40161045,124.9893837,162.8852089,134.5532217,goldenrain tree
182,246,199,105.7544325,15.23154621,81.29575635,-97.01601039,-17.41537374,-75.93785317,119.3439911,164.2552863,129.8649976,goldenrain tree
204,247,215,82.70429251,14.07124728,64.85368147,-83.27364081,-16.23987535,-66.33280023,99.21257874,128.8257859,106.214982,goldenrain tree
198,245,210,97.15451611,19.31320792,76.96752562,-101.3737419,-22.94568152,-81.56581934,119.955321,151.9211445,127.616176,goldenrain tree
214,248,223,84.32674546,14.52583905,65.84071689,-98.40496042,-18.56635533,-77.54884191,115.7818865,137.7375985,121.4370339,goldenrain tree
204,245,215,88.20997676,18.70828693,71.02816343,-93.06127692,-21.71322009,-76.60817425,110.0540428,137.736698,117.0670414,goldenrain tree
210,245,218,86.88498144,20.95232684,72.16647421,-98.23755365,-25.63341584,-82.65278087,115.6673514,138.5552281,120.6991261,goldenrain tree
211,245,222,84.74078121,19.8242276,64.96922348,-95.65297158,-24.01792642,-74.52769866,112.613789,134.8687168,119.5930218,goldenrain tree
213,245,221,82.18880702,20.66397832,67.60177512,-93.44489494,-25.28109426,-77.88807089,109.8994032,130.8114561,114.9477566,goldenrain tree
208,246,217,86.86195945,18.05547009,70.57619995,-95.43453752,-21.87672095,-78.45255223,112.263407,137.5838059,117.9882922,goldenrain tree
197,242,208,89.93886813,22.56102835,74.73954776,-87.56982725,-25.12101329,-74.68549784,105.4662588,136.4494093,112.3193071,goldenrain tree
203,245,215,84.17244205,17.23368794,65.16901104,-84.60778934,-19.39965989,-66.70180092,100.7985041,129.7041299,108.4724321,goldenrain tree
195,245,208,89.54886934,16.30950643,70.64700984,-84.36612673,-17.8579352,-67.82857629,102.5701931,137.4835324,110.680839,goldenrain tree
202,236,209,85.35221145,31.38470965,74.05403433,-85.43253573,-33.27441815,-74.58268974,101.8813564,125.030745,106.2293341,goldenrain tree
207,237,214,82.23746105,32.77193922,70.37044834,-86.13517592,-37.10730961,-74.22908071,101.8990947,122.0343383,106.3034346,goldenrain tree
191,241,204,85.41662602,22.97825059,69.87846592,-71.90574085,-25.34767578,-61.89402639,92.7501098,127.419675,100.1885871,goldenrain tree
195,244,207,88.94380248,19.62141687,71.11258679,-83.32485069,-23.45168889,-67.57433055,101.6125912,135.7534077,109.0142847,goldenrain tree
200,246,213,90.47098983,17.2626765,69.36137254,-91.98558375,-20.77770046,-71.74938589,109.2694421,140.9024952,117.6151191,goldenrain tree
218,237,224,81.35723692,38.83297568,67.59437846,-98.54180674,-47.44721745,-82.23504839,116.5404204,128.3809204,120.2161222,chinese cinnamon
215,237,223,81.44937078,36.83748091,66.36264009,-95.0714882,-44.05331004,-78.60660055,112.1518012,126.1554651,117.1349773,chinese cinnamon
208,233,217,85.29947245,39.9374511,70.06425622,-92.92663887,-44.31539906,-77.43899466,109.5517282,125.9839307,115.25667,chinese cinnamon
220,238,226,76.37407937,37.38983819,63.19018911,-92.38625415,-45.87267879,-77.00938773,109.3329672,120.5367515,113.0050584,chinese cinnamon
214,236,222,84.00595217,38.23610859,68.20557162,-97.99500183,-44.98303888,-80.34109569,115.3873425,129.448923,120.393899,chinese cinnamon
206,233,215,87.12060606,38.98717738,70.31358332,-93.47420337,-42.447964,-75.6629814,110.1282301,128.0710477,115.8600326,chinese cinnamon
201,229,211,91.73330911,44.11349,76.46567858,-95.70962606,-47.11215107,-81.52280843,113.3704634,131.9938423,119.7041085,chinese cinnamon
210,239,221,84.65222974,29.96664813,64.69157596,-94.42081588,-34.18298117,-73.17391448,111.3068098,130.2619781,118.2828908,chinese cinnamon
224,238,228,72.65672715,39.69886648,62.88879073,-90.86491247,-50.14305697,-78.9748892,107.9918105,116.5093616,110.3938656,chinese cinnamon
209,231,215,83.12640976,44.56455991,72.18725649,-90.33790669,-49.57072501,-78.8398722,106.52857,120.9407669,110.2922178,chinese cinnamon
215,228,218,77.31752712,53.02829433,72.4844811,-87.67641144,-61.08328675,-83.02350909,103.3934575,111.653015,105.2454486,chinese cinnamon
210,230,215,82.11577193,44.95553359,73.70888685,-89.96092954,-49.75789627,-81.52030056,106.2872533,119.2473185,109.3910797,chinese cinnamon
221,235,225,74.65252842,43.19722213,66.80568838,-90.46056094,-52.64170335,-81.63340216,107.0439913,115.7224118,109.4825507,chinese cinnamon
208,225,213,81.44937078,52.71622141,73.17103252,-85.9710106,-56.5749651,-77.78551639,101.5691332,112.6815563,104.6917915,chinese cinnamon
208,231,215,85.22323627,43.76071297,73.53910524,-93.03205431,-48.83227396,-81.46493781,109.9134334,124.895972,114.2917893,chinese cinnamon
206,227,212,83.61220007,47.54997371,73.70210309,-87.55669795,-50.28200646,-77.96831937,103.7506638,117.5489107,107.4882485,chinese cinnamon
203,228,210,83.79737466,44.48595284,73.31439149,-84.3333316,-45.9957463,-74.90506507,100.8333258,117.4116721,105.1475989,chinese cinnamon
192,220,200,85.85452813,47.51841748,75.01333215,-74.24492742,-41.64496648,-65.75136017,94.26940973,112.4806257,98.70093496,chinese cinnamon
201,227,208,86.79285685,45.72745346,75.93418203,-86.97757823,-46.89110143,-76.86218109,103.8923591,121.2188398,108.2164153,chinese cinnamon
213,231,217,80.8084154,45.89117562,72.86974681,-91.04646824,-51.96718837,-82.27667794,107.1155771,118.7384767,109.6109343,chinese cinnamon
197,226,205,86.06973917,44.03407771,75.60423269,-80.95079062,-42.76380321,-72.8055122,98.91559155,118.2133701,103.6805012,chinese cinnamon
199,224,206,87.27542609,48.13522619,77.70456872,-85.5556675,-47.67033948,-77.60727427,103.0276744,119.5418287,107.2781438,chinese cinnamon
199,219,205,86.65448632,56.23166368,78.74007874,-84.40633623,-55.75488103,-78.15643599,101.7848735,114.7850762,105.3945322,chinese cinnamon
194,221,201,88.71865644,50.59644256,78.61297603,-82.53727119,-49.01998352,-73.94956388,101.716862,119.3214961,105.7595854,chinese cinnamon
192,223,201,93.50401061,48.46648326,81.18497398,-88.27868777,-47.25887033,-78.16216536,107.8400484,128.4038397,113.2105821,chinese cinnamon
197,223,205,88.50988645,48.76474136,76.29547824,-85.26413797,-47.43981297,-74.03103154,103.1441536,120.3587113,107.9962037,chinese cinnamon
203,224,208,86.31917516,51.23475383,78.66384176,-88.72667905,-52.97423692,-81.65825449,105.5224384,119.2967819,108.5957584,chinese cinnamon
205,222,209,82.85529555,54.69917732,76.64854858,-85.13004316,-56.71645375,-79.47172762,101.3947436,112.4013419,103.8309456,chinese cinnamon
188,223,199,89.06177631,43.19722213,75.75618787,-74.95659711,-37.6700426,-65.66033018,96.87380797,119.9079506,102.9586022,chinese cinnamon
191,227,204,89.37001734,39.81205847,72.79423054,-79.39776952,-36.79556106,-66.7629553,99.57972216,123.6874905,107.2842081,chinese cinnamon
230,242,234,64.79197481,33.30165161,53.35728629,-84.63613782,-43.88104924,-69.55734273,101.4430527,108.511989,103.7806443,anhui barberry
214,221,218,76.17086057,63.52164985,69.07242576,-84.30477907,-71.84069718,-76.70353194,99.25501651,103.676744,101.7526994,anhui barberry
212,223,217,74.40430095,57.40209055,67.03730305,-79.75036769,-63.46709188,-72.27499006,94.24845039,101.2880784,97.36759478,anhui barberry
211,232,218,87.12060606,46.64761516,74.59892761,-100.2948299,-54.46444388,-86.50558508,118.1274667,131.5767512,122.5014875,anhui barberry
214,232,219,79.36623967,44.19275959,69.92853495,-90.29724764,-50.40983158,-79.73280651,106.4377122,117.9712356,109.5475577,anhui barberry
215,230,219,73.68853371,45.14421336,66.84309987,-81.29738774,-49.5168123,-73.97881059,95.77659934,105.4739405,98.27205373,anhui barberry
213,227,214,92.9247007,63.5688603,90.49861877,-113.5012841,-79.04265175,-110.4976351,134.2888196,142.9244264,134.8938531,anhui barberry
220,236,226,72.87660804,39.7114593,61.0900974,-86.13009875,-47.67767254,-72.56101087,101.7171975,111.7854067,105.424937,anhui barberry
220,235,224,74.81978348,42.21374184,66.3249576,-89.89856886,-50.68640063,-79.73028964,106.3085276,115.6541986,108.7535977,anhui barberry
225,237,228,64.27285586,37.20215048,57.43692192,-77.02214464,-44.26952334,-68.74039535,90.97912883,98.47349797,92.81705775,anhui barberry
213,229,217,88.32326987,54.03702434,79.87490219,-105.1104507,-64.18735788,-94.96922364,124.0223519,134.0557933,126.4814092,anhui barberry
214,233,219,80.56674252,43.78355856,70.9506871,-92.23608239,-50.57248683,-81.34794185,108.6554414,120.8346955,111.7675537,anhui barberry
212,230,217,80.66597796,46.10856753,71.63797875,-89.81600269,-51.19189528,-79.94756981,105.68469,117.3539362,108.8183485,anhui barberry
204,224,208,100.5037313,59.66573556,91.36739024,-114.8286294,-67.93881463,-104.0309942,134.8939117,147.7566605,137.3899356,anhui barberry
204,225,209,97.04638066,57.16642371,87.49857142,-108.8299118,-64.313243,-98.1756879,128.0072765,141.5862602,131.1320523,anhui barberry
207,226,211,94.82088378,56.78027827,86.31917516,-108.693384,-65.0824201,-98.72911699,127.8304621,140.0047951,130.3192183,anhui barberry
211,232,217,84,44.53088816,73.14369419,-94.49695314,-50.53322651,-82.57507705,111.258199,124.8470958,115.0165486,anhui barberry
215,231,219,87.98295289,52.91502622,79.92496481,-106.8033188,-64.38006276,-97.26670499,126.2694717,136.2014667,128.7106536,anhui barberry
223,237,228,68.85491994,38.13135193,57.68882041,-82.55664307,-46.16278182,-69.37705781,97.51881104,106.2741905,100.5955835,anhui barberry
222,237,228,70.59036761,38.83297568,59.07622195,-84.61267836,-47.32370476,-71.57458759,100.0596499,109.4214598,103.7476269,anhui barberry
227,237,227,67.29041537,42.66145802,66.7757441,-85.63714978,-54.28801303,-84.85048688,102.1879188,108.1666232,102.1879188,anhui barberry
233,242,235,55.3895297,33.33166662,50.70502934,-72.15437556,-43.77954467,-66.23097828,86.622149,91.8975061,87.78286523,anhui barberry
239,245,240,49.1426495,31.36877428,45.607017,-69.71537487,-44.80707531,-64.74797875,85.72942556,88.97453867,86.26785245,anhui barberry
235,243,238,57.68882041,33.92639091,51.26402247,-80.14878561,-47.52556334,-71.85173967,98.05340212,102.4565071,99.69766037,anhui barberry
237,242,238,51.7880295,35.29872519,48.49742261,-71.08005254,-48.34716476,-66.5899061,86.390008,89.19196099,86.94782158,anhui barberry
230,239,232,62.12084996,40.42276586,57.7321401,-80.57984953,-52.74219167,-75.09179871,96.68146351,101.9633413,97.84387508,anhui barberry
239,243,240,49,34.525353,46.61544808,-69.33811501,-48.60419728,-66.14575989,85.13524698,87.30533842,85.67615219,anhui barberry
237,243,239,49.87985565,32.95451411,46.79743583,-68.29771427,-45.19552779,-64.63894491,83.19550403,86.54130867,84.30551206,anhui barberry
235,241,236,54.24942396,37.17526059,51.39066063,-73.26574811,-50.27251205,-69.48030082,88.81301613,92.20883488,89.37535626,anhui barberry
243,247,244,40.8900966,27.49545417,38.65229618,-60.67044348,-40.98373338,-57.59276771,75.81192202,77.86902462,76.32497932,anhui barberry
185,224,196,85.02940668,39.25557285,72.6636085,-65.72937857,-33.85520896,-58.06394058,91.94175131,116.451629,97.18681533,big fruited holly
184,221,192,97.45255256,47.9165942,86.4985549,-85.53940707,-45.01760628,-77.45511101,108.2097128,132.6460937,112.6064484,big fruited holly
184,226,195,91.28526716,40.48456496,79.18964579,-75.16166609,-38.9077372,-69.45647085,99.59483324,127.0969311,105.3405485,big fruited holly
179,220,189,91.47677301,44.06812907,80.05623024,-68.82606897,-38.02860266,-62.87233743,97.66715063,123.3488331,102.1918194,big fruited holly
173,217,183,93.56281313,45.53020975,83.32466622,-62.76438404,-36.6420312,-60.17034923,97.15179529,124.2091233,101.0428645,big fruited holly
174,211,181,88.02272434,50.24937811,81.76184929,-52.30540204,-37.09423265,-53.29149931,91.04491936,111.6268841,93.05949821,big fruited holly
180,224,191,95.65040512,41.23105626,82.71033793,-76.73835974,-36.50522225,-68.52782715,102.7066157,131.6706361,108.3479407,big fruited holly
160,209,171,96.10931276,48.22862221,85.70880935,-42.70539561,-30.97674288,-44.84456662,99.33517878,125.9016271,101.82747,big fruited holly
162,211,174,93.1020945,46.09772229,81.73738435,-35.72893114,-30.04844026,-40.44829046,95.60433168,122.2037322,98.26569967,big fruited holly
167,222,182,90.64215355,36.70149861,76.28892449,-39.6985675,-26.31664095,-41.28944497,92.1699054,124.942514,96.59386415,big fruited holly
166,215,178,93.23625904,44.74371464,81.95120499,-48.47772385,-33.79023095,-49.98946445,95.66375786,124.0815737,99.17755401,big fruited holly
163,225,180,91.55326319,33.06055051,76.1905506,-29.95214593,-25.37566024,-39.60230915,93.89203968,130.6822011,98.50327003,big fruited holly
156,216,171,90.05553842,38.48376281,77.20103626,46.40722242,-21.84882584,31.81501341,92.62293948,124.1624009,94.15782838,big fruited holly
152,216,169,93.20944158,38.249183,79.4418026,49.43388104,-21.22213187,28.70772615,96.0522492,129.8146883,97.94881732,big fruited holly
159,214,172,93.3702308,41.31585652,81.0246876,13.44790163,-22.64872667,-25.41132857,95.78657276,125.8442808,98.18133755,big fruited holly
140,199,155,112.0937108,55.93746508,97.59098319,-25.48749868,-27.19249721,-31.27708585,114.7561344,145.7967636,117.6256009,big fruited holly
150,202,163,114.1840619,59.69087032,101.7595204,-68.05344702,-43.20275617,-66.88567419,117.5105813,147.6026371,121.8316198,big fruited holly
159,210,174,102.3034701,49.08156477,87.36131867,-58.19986538,-32.35604974,-53.69096457,105.8176956,135.3202638,110.921966,big fruited holly
149,208,168,107.8656572,49.10193479,89.45948804,-45.00970984,-28.54461055,-44.76037232,109.7390663,143.2731682,115.3888407,big fruited holly
137,199,155,111.5168149,54.72659317,94.83142939,48.12467588,-21.49540194,36.50972406,113.0752649,144.5878201,115.7855016,big fruited holly
128,198,148,103.7786105,48.92851929,88.04544281,74.1445919,26.03545459,60.29493672,108.6777894,138.2809634,107.367337,big fruited holly
129,199,149,109.7178199,50.12983144,93.44517109,68.27476772,23.48195385,52.93346344,113.1417612,145.7705047,113.7520574,big fruited holly
154,202,167,112.8893263,60.78651166,99.27738917,-71.73656302,-44.64310284,-67.17641191,116.1231576,144.3369435,120.9463047,big fruited holly
145,198,160,107.7775487,57.16642371,93.8562731,-18.20546469,-26.92204308,-33.51681045,109.6842231,136.7111467,112.6124996,big fruited holly
141,195,156,116.7775663,63.07931515,102.381639,-50.03437636,-36.96685612,-51.82572327,118.1585512,147.1582143,121.9121543,big fruited holly
131,188,147,112.3877217,62.40993511,98.45303449,61.54056856,23.3181988,49.96597685,114.4297294,139.142802,115.1805688,big fruited holly
143,199,159,106.4941313,54.72659317,92.23882046,40.79773472,-21.57446686,17.46141157,108.7443819,136.5347353,111.2120197,big fruited holly
187,223,196,91.19758769,43.33589736,79.13911801,-77.63410704,-38.95458224,-68.46701308,99.55271042,123.4088975,104.4702028,big fruited holly
184,221,192,93.20407716,45.90206967,82.69220036,-77.98476582,-41.51733925,-70.48560308,101.6441465,125.7583603,105.7914553,big fruited holly
150,208,166,112.529996,52.5642464,96.82458366,-64.57857539,-38.55510185,-62.1517269,115.7396106,150.1859266,121.2582746,big fruited holly
197,225,204,101.1681768,54.40588203,90.49309366,-108.2504476,-61.22740524,-99.76601963,128.300456,146.5926218,132.6365191,japanese cheesewood
206,230,214,91.49316914,49.57822102,78.67655305,-102.6834154,-58.85110401,-91.48200548,121.8793441,137.1492444,126.8013964,japanese cheesewood
199,222,206,94.83670176,57.07013229,84.48668534,-100.6152074,-63.25470081,-92.99572185,120.2807147,134.9675878,124.5279491,japanese cheesewood
188,218,196,107.177423,62.31372241,97.75479528,-107.9119367,-67.44165054,-103.2901612,129.3680987,149.0569813,134.2388431,japanese cheesewood
192,219,201,101.5135459,61.02458521,90.95053601,-103.696291,-66.57185968,-98.11246287,124.5205523,141.9836661,129.9955521,japanese cheesewood
198,222,204,98.45811292,59.02541825,89.54886934,-104.9988813,-65.66543268,-97.940996,124.8527426,140.3404166,128.5252702,japanese cheesewood
188,216,195,102.0881972,60.72067193,92.39588735,-99.89933203,-61.47148743,-92.7858409,121.2870563,139.4070276,125.412885,japanese cheesewood
180,213,190,101.631688,59.43063183,90.18869109,-90.54439587,-57.1662327,-84.81709227,115.3262246,136.1348886,120.7781449,japanese cheesewood
193,224,203,98.95958771,51.32250968,85.83705494,-100.2427436,-55.14923657,-90.74428067,120.6121075,140.8740966,126.7127471,japanese cheesewood
195,218,201,95.17877915,60.68772528,87.50999943,-95.89916351,-63.72448293,-90.79663155,115.4922602,130.2769775,119.0748456,japanese cheesewood
168,220,181,115.3169545,53.66563146,104.4126429,-98.04898287,-55.98298803,-98.45247521,126.5175013,161.180624,133.615743,japanese cheesewood
198,223,205,92.70922284,53.77731864,83.3066624,-95.23164155,-57.19651062,-88.09992094,114.277967,130.4389557,118.511341,japanese cheesewood
182,217,192,98.08669635,52.08646657,86.39444427,-85.71734314,-47.48243118,-78.6613717,109.5613507,132.0919611,115.0266414,japanese cheesewood
197,223,205,94.67312185,54.38749856,83.12039461,-97.348764,-58.77207862,-88.12332056,116.6349986,133.5165847,121.5145373,japanese cheesewood
187,226,196,106.8924693,48.2182538,94.93155429,-106.4694381,-51.70705594,-98.0820152,127.9866397,154.0466128,133.4683274,japanese cheesewood
180,213,190,103.5808863,59.65735495,92.49864864,-94.02504237,-57.1720461,-88.06787119,118.4258904,139.4021496,123.9955871,japanese cheesewood
185,214,192,104.9809507,64.08587988,97.77013859,-102.1910746,-66.48034922,-99.70197939,124.7417129,143.3437939,128.8050072,japanese cheesewood
182,215,191,106.1461257,60.32412453,94.71536306,-100.1183599,-60.54748907,-93.19690811,123.3640016,144.7384263,128.5663815,japanese cheesewood
198,224,206,97.42176348,54.5710546,85.66796367,-103.841289,-61.09722023,-94.71344863,123.9888909,140.6831193,128.8708744,japanese cheesewood
199,227,207,96.03124492,50.16971198,84,-102.0898542,-56.06836888,-91.78767197,121.5973001,139.7762485,126.5176672,japanese cheesewood
183,217,194,98.52918349,53.6563137,86.4985549,-87.38465345,-50.7364334,-81.30888512,110.7295583,132.6534538,116.9005919,japanese cheesewood
188,220,197,100.3892425,54.21254467,89.3028555,-97.0981753,-55.4117853,-89.62689157,118.5584989,139.4046534,123.8703535,japanese cheesewood
193,218,199,96.96391081,58.72818744,88.85381252,-97.51811191,-61.07649634,-91.49542613,117.8630183,133.8873582,121.4084535,japanese cheesewood
185,222,195,106.0424443,52.16320542,94.01595609,-102.9043005,-54.25190944,-95.22072407,125.0464824,149.5262299,131.038477,japanese cheesewood
197,224,206,95.7340065,52.82991577,83.79737466,-99.33194699,-57.39117413,-90.30742605,118.8899824,136.4065839,124.4063437,japanese cheesewood
174,210,181,113.1282458,64.97691898,105.8820098,-102.8571873,-63.09475956,-100.1893745,127.8358436,151.3622364,131.7492055,japanese cheesewood
178,215,188,103.6677385,56.30275304,92.89241088,-90.59307905,-52.75740558,-84.99183313,115.8814955,139.6501712,121.3038714,japanese cheesewood
185,218,193,105.1380045,56.81549085,94.70480452,-101.3146739,-57.36981258,-93.93242465,123.273939,144.9643859,128.0029375,japanese cheesewood
186,226,199,107.7125805,48.41487375,91.38927727,-106.6178466,-52.92644359,-96.18025306,128.4555141,155.1850971,136.4927183,japanese cheesewood
194,224,204,102.2936948,55.28109984,89.47625383,-106.7181858,-62.94729782,-98.78277713,127.1493757,146.8051862,133.356919,japanese cheesewood
185,227,197,88.47598544,36.52396474,74.17546764,-69.77841496,-31.19886036,-60.65839695,94.18729884,122.0041885,100.4439176,wintersweet
170,216,182,99.22197337,46.01086828,84.86459804,-68.46615978,-33.7132751,-59.15615057,102.6697262,131.553673,107.8001418,wintersweet
167,211,180,93.93614853,47.33920151,80.77128203,-49.46332692,-28.31572916,-46.76996393,95.3367176,120.3685475,99.46437824,wintersweet
176,214,187,85.63877626,44.84417465,74.55199528,-48.79898211,-27.98128,-46.85772578,87.54075275,109.1363163,91.19878247,wintersweet
154,211,170,90.74139078,40.27406113,76.072334,52.07766993,17.16223008,42.94621001,92.55521879,120.6963259,93.69250859,wintersweet
178,218,189,98.30055951,47.644517,85.0411665,-78.64396748,-39.47565663,-69.87774579,105.1777273,131.0898827,110.8160515,wintersweet
175,217,187,98.78765105,47.44470466,84.82924024,-75.03459145,-37.65476778,-66.67946699,103.9721561,130.9457944,109.8449188,wintersweet
177,211,186,94.40338977,53.71219601,84.59314393,-69.1478312,-40.94857721,-64.38520937,98.47698532,119.2223414,102.4774276,wintersweet
172,223,188,98.24968193,38.80721582,79.84985911,-69.8756295,-30.32389783,-59.05940584,102.1896127,135.3821645,109.8804781,wintersweet
165,225,185,101.0395962,34.24908758,78.80989786,-63.73228009,-24.56749403,-51.75015753,103.5884404,142.3260696,112.5561952,wintersweet
176,223,190,99.03534723,39.9374511,81.5291359,-77.30234754,-32.18609021,-64.80977917,104.9353248,136.0872237,112.2379341,wintersweet
176,222,189,95.25229656,39.83716857,79.04429138,-69.91547621,-30.32933436,-58.35307812,99.55023096,129.4352601,105.7819008,wintersweet
168,223,185,99.11609355,36.89173349,80.1623353,-64.6667759,-26.22341981,-54.39705055,101.6746042,137.1395675,109.2338678,wintersweet
163,204,172,96.08850087,53.6563137,86.72369918,-44.77234821,-28.57485197,-42.65837105,97.08966187,118.8356718,99.13411159,wintersweet
173,213,184,99.3680029,50.7937004,86.16263691,-73.06305929,-37.96164181,-64.32041466,103.7882652,128.8416369,108.8486688,wintersweet
178,213,187,95.90620418,51.59457336,84.37416666,-73.82121437,-39.17475815,-65.04092098,101.0285497,123.0946692,105.3410395,wintersweet
170,228,188,103.9182371,34.278273,82.84926071,-77.46961001,-28.60054769,-64.15117259,108.6276883,147.705398,117.9884421,wintersweet
162,208,176,95.39916142,48.41487375,81.96950653,-39.26966302,-24.03005494,-41.08351014,96.36439095,121.4133108,100.0903265,wintersweet
175,211,185,96.41058033,52.81098371,84.73488066,-70.54814544,-38.98750421,-63.64484265,100.4726342,122.6677062,104.9968317,wintersweet
169,204,177,103.8267788,61.9596643,94.64671151,-76.40972163,-46.86015471,-71.06507292,108.5064737,129.560863,111.94407,wintersweet
164,201,174,100.0299955,59.59026766,89.81647956,-58.90523906,-36.43153488,-55.95638611,101.8850231,122.0553993,105.0845935,wintersweet
159,200,170,96.80392554,56.10704056,85.91274643,-30.18771191,-23.93908161,-32.32832553,97.49612862,117.7228946,99.5925437,wintersweet
172,203,179,97.45255256,61.45730225,89.11228871,-67.76824216,-43.88779953,-62.49252177,100.7830101,118.5279232,103.4830447,wintersweet
169,208,181,95.13148795,52.32590181,81.96340647,-57.64608099,-33.2897653,-51.38362512,97.26691804,119.5386864,101.5963467,wintersweet
168,202,176,96.7729301,59.91660872,87.75534172,-59.3057005,-39.83830559,-54.82101597,98.94968747,117.471098,101.5004607,wintersweet
155,193,163,98.10708435,60.67948583,89.82761268,23.44623289,14.60603991,22.38642353,99.166512,115.863939,99.99879723,wintersweet
154,207,171,104.1921302,49.86983056,86.54478609,-43.32261405,-24.63633558,-37.25271364,104.8454698,134.6378899,109.7839755,wintersweet
168,201,176,97.33447488,60.78651166,88.51553536,-60.84309762,-39.67465257,-56.89608645,99.6909369,117.6418829,102.3224604,wintersweet
158,200,168,104.7902667,60.14981297,94.02659198,-57.98959385,-36.09389072,-53.20932996,106.46447,129.3979125,109.3291831,wintersweet
154,195,166,99.01010049,58.83026432,87.52713865,27.69698777,13.44790163,-12.29588511,100.0547463,118.6585487,101.8682845,wintersweet
169,213,176,116.5761554,58.77074102,107.9166345,-101.8531785,-56.84424493,-97.3286053,128.5450974,157.83533,132.3276053,camphortree
185,224,194,107.1867529,45.48626166,94.3716059,-109.4453902,-50.7720184,-99.69939729,130.085781,156.3717578,135.7054924,camphortree
176,219,189,107.0093454,45.2437841,90.08329479,-101.1478735,-46.34119334,-88.94277346,123.4743413,152.4841795,131.374526,camphortree
175,205,181,114.280357,74.02026749,107.54069,-104.0713884,-72.22626863,-101.4379894,128.875444,148.1988943,132.2312605,camphortree
177,220,187,111.2609545,47.48684028,97.8417089,-105.8238144,-48.03455267,-96.34346013,128.441306,157.5803499,134.4731464,camphortree
165,216,180,115.5854662,51.2249939,99.39315872,-95.25126467,-47.14126804,-88.84448708,124.9670467,158.749477,133.0969604,camphortree
169,214,184,107.7589903,49.2341345,89.89438247,-91.96816794,-45.49816842,-81.04585119,118.3411588,148.1128014,126.8020549,camphortree
157,213,174,113.0973032,48.39421453,95.21554495,-83.3311395,-40.81775147,-76.97834889,119.2546138,155.3448313,127.4519271,camphortree
